"Scenario","ProductUsageRate","PredictedRisk","Lower","Upper"
"Stable renewal",0.25,0.0551144739584801,0.0199930918528482,0.142934235689886
"Stable renewal",0.258227848101266,0.0543328972449108,0.0198829296008504,0.139949318495831
"Stable renewal",0.266455696202532,0.0535617757673039,0.0197723728910227,0.137022805498278
"Stable renewal",0.274683544303797,0.0528009873935721,0.0196614076219781,0.134154036334239
"Stable renewal",0.282911392405063,0.0520504109154888,0.0195500194384443,0.131342338037407
"Stable renewal",0.291139240506329,0.0513099260568715,0.0194381937335957,0.128587026218132
"Stable renewal",0.299367088607595,0.0505794134811805,0.019325915652274,0.125887406206759
"Stable renewal",0.307594936708861,0.0498587547985462,0.0192131700951872,0.123242774159705
"Stable renewal",0.315822784810127,0.0491478325722428,0.0190999417241798,0.120652418127779
"Stable renewal",0.324050632911392,0.048446530324621,0.0189862149686765,0.118115619086388
"Stable renewal",0.332278481012658,0.0477547325425164,0.0188719740334064,0.115631651927364
"Stable renewal",0.340506329113924,0.0470723246821478,0.018757202907522,0.11319978641225
"Stable renewal",0.34873417721519,0.0463991931735188,0.0186418853752348,0.110819288086982
"Stable renewal",0.356962025316456,0.0457352254243386,0.0185260050280955,0.108489419158001
"Stable renewal",0.365189873417722,0.0450803098234747,0.0184095452790544,0.106209439329891
"Stable renewal",0.373417721518987,0.0444343357439524,0.0182924893784438,0.103978606604727
"Stable renewal",0.381645569620253,0.0437971935455136,0.0181748204320321,0.101796178043377
"Stable renewal",0.389873417721519,0.0431687745767492,0.0180565214213041,0.0996614104890721
"Stable renewal",0.398101265822785,0.0425489711768175,0.0179375752261305,0.0975735612536073
"Stable renewal",0.406329113924051,0.0419376766767621,0.0178179646499915,0.0955318887665805
"Stable renewal",0.414556962025316,0.0413347854004415,0.0176976724479285,0.0935356531881396
"Stable renewal",0.422784810126582,0.0407401926650837,0.0175766813573988,0.0915841169857303
"Stable renewal",0.431012658227848,0.0401537947814767,0.017454974132211,0.0896765454753829
"Stable renewal",0.439240506329114,0.0395754890538079,0.0173325335797223,0.0878122073281072
"Stable renewal",0.44746835443038,0.0390051737791643,0.017209342601477,0.0859903750419922
"Stable renewal",0.455696202531646,0.0384427482467038,0.0170853842374641,0.0842103253806375
"Stable renewal",0.463924050632911,0.0378881127365108,0.0169606417141665,0.0824713397785639
"Stable renewal",0.472151898734177,0.0373411685181455,0.0168350984965702,0.0807727047142792
"Stable renewal",0.480379746835443,0.0368018178488981,0.0167087383442886,0.0791137120516929
"Stable renewal",0.488607594936709,0.0362699639717598,0.0165815453719474,0.0774936593505982
"Stable renewal",0.496835443037975,0.0357455111131191,0.0164535041139558,0.0759118501469641
"Stable renewal",0.505063291139241,0.0352283644801951,0.016324599593773,0.0743675942038007
"Stable renewal",0.513291139240506,0.0347184302582171,0.016194817397749,0.0728602077333885
"Stable renewal",0.521518987341772,0.0342156156073596,0.0160641437535936,0.0713890135916903
"Stable renewal",0.529746835443038,0.0337198286594444,0.015932565613489,0.0699533414457932
"Stable renewal",0.537974683544304,0.0332309785144158,0.0158000707418227,0.0685525279152652
"Stable renewal",0.54620253164557,0.0327489752366014,0.0156666478074697,0.067185916688345
"Stable renewal",0.554430379746836,0.0322737298507648,0.0155322864805028,0.0658528586139285
"Stable renewal",0.562658227848101,0.0318051543379602,0.0153969775331482,0.064552711770361
"Stable renewal",0.570886075949367,0.031343161631197,0.0152607129447412,0.0632848415120948
"Stable renewal",0.579113924050633,0.0308876656109224,0.015123486010367,0.0620486204953297
"Stable renewal",0.587341772151899,0.0304385811003307,0.0149852914527919,0.0608434286838125
"Stable renewal",0.595569620253165,0.029995823860506,0.0148461255372116,0.0596686533360379
"Stable renewal",0.60379746835443,0.0295593105854077,0.0147059861882563,0.0585236889751628
"Stable renewal",0.612025316455696,0.0291289588967039,0.0145648731086007,0.0574079373430148
"Stable renewal",0.620253164556962,0.0287046873384627,0.0144227878984366,0.056320807339655
"Stable renewal",0.628481012658228,0.0282864153717056,0.01427973417497,0.0552617149500229
"Stable renewal",0.636708860759494,0.0278740633688321,0.0141357176910111,0.0542300831592734
"Stable renewal",0.644936708860759,0.0274675526079214,0.0139907464516347,0.0532253418584809
"Stable renewal",0.653164556962025,0.0270668052669174,0.0138448308278016,0.0522469277424559
"Stable renewal",0.661392405063291,0.0266717444177035,0.0136979836657476,0.0512942842014807
"Stable renewal",0.669620253164557,0.0262822940200739,0.0135502203908814,0.0503668612088191
"Stable renewal",0.677848101265823,0.0258983789156064,0.0134015591048657,0.0494641152058973
"Stable renewal",0.686075949367089,0.0255199248214437,0.0132520206745159,0.0485855089870776
"Stable renewal",0.694303797468354,0.0251468583239878,0.0131016288111205,0.0477305115859537
"Stable renewal",0.70253164556962,0.0247791068725129,0.0129504101387784,0.0468985981650867
"Stable renewal",0.710759493670886,0.0244165987727037,0.0127983942503644,0.0460892499110645
"Stable renewal",0.718987341772152,0.0240592631801226,0.0126456137497688,0.0453019539367144
"Stable renewal",0.727215189873418,0.0237070300936108,0.012492104279125,0.0445362031922103
"Stable renewal",0.735443037974684,0.0233598303486298,0.0123379045298274,0.0437914963867104
"Stable renewal",0.743670886075949,0.0230175956105459,0.0121830562362617,0.0430673379220211
"Stable renewal",0.751898734177215,0.0226802583678644,0.0120276041513172,0.04236323783962
"Stable renewal",0.760126582278481,0.0223477519254155,0.0118715960029207,0.0416787117821805
"Stable renewal",0.768354430379747,0.0220200103974987,0.0117150824310327,0.0410132809705241
"Stable renewal",0.776582278481013,0.0216969687009879,0.0115581169047629,0.0403664721966928
"Stable renewal",0.784810126582279,0.021378562548402,0.0114007556195035,0.0397378178335774
"Stable renewal",0.793037974683544,0.0210647284409453,0.0112430573742272,0.0391268558612707
"Stable renewal",0.80126582278481,0.0207554036615203,0.0110850834293632,0.0385331299100357
"Stable renewal",0.809493670886076,0.0204505262677174,0.0109268973459255,0.0379561893195003
"Stable renewal",0.817721518987342,0.0201500350847854,0.0107685648068363,0.0373955892134113
"Stable renewal",0.825949367088608,0.0198538696985845,0.0106101534216393,0.0368508905890083
"Stable renewal",0.834177215189873,0.0195619704485271,0.010451732516041,0.036321660419827
"Stable renewal",0.842405063291139,0.0192742784205077,0.0102933729079403,0.0358074717705037
"Stable renewal",0.850632911392405,0.018990735439827,0.0101351466718024,0.0353079039219438
"Stable renewal",0.858860759493671,0.0187112840641105,0.00997712689340017,0.0348225425050403
"Stable renewal",0.867088607594937,0.018435867576227,0.00981938741707747,0.034350979640982
"Stable renewal",0.875316455696203,0.0181644299772084,0.00966200258778644,0.0338928140860861
"Stable renewal",0.883544303797468,0.0178969159791729,0.00950504699020524,0.0334476513790206
"Stable renewal",0.891772151898734,0.017633270998256,0.00934859518726077,0.0330151039882583
"Stable renewal",0.9,0.0173734411475494,0.00919272146035754,0.0325947914576121
"Enablement watchlist",0.25,0.37271990603008,0.23263919911739,0.538010633847331
"Enablement watchlist",0.258227848101266,0.369194201381056,0.230855206792658,0.532986525804651
"Enablement watchlist",0.266455696202532,0.365682405275922,0.229049781282646,0.52799950897496
"Enablement watchlist",0.274683544303797,0.362184834028853,0.227222757306041,0.523051713891852
"Enablement watchlist",0.282911392405063,0.358701798162858,0.22537399992242,0.518145217681267
"Enablement watchlist",0.291139240506329,0.355233602321244,0.223503407037271,0.513282039113977
"Enablement watchlist",0.299367088607595,0.351780545183903,0.221610911915652,0.508464133721327
"Enablement watchlist",0.307594936708861,0.348342919388419,0.219696485683161,0.503693389001557
"Enablement watchlist",0.315822784810127,0.344921011456029,0.217760139790886,0.498971619745669
"Enablement watchlist",0.324050632911392,0.341515101722429,0.215801928419153,0.494300563513271
"Enablement watchlist",0.332278481012658,0.338125464273446,0.2138219507933,0.489681876289997
"Enablement watchlist",0.340506329113924,0.334752366885555,0.211820353383395,0.485117128358998
"Enablement watchlist",0.34873417721519,0.331396070971248,0.209797331958895,0.480607800419488
"Enablement watchlist",0.356962025316456,0.328056831529223,0.207753133468723,0.476155279985376
"Enablement watchlist",0.365189873417722,0.324734897099385,0.205688057717237,0.471760858096587
"Enablement watchlist",0.373417721518987,0.321430509722629,0.203602458807059,0.467425726374698
"Enablement watchlist",0.381645569620253,0.31814390490537,0.20149674632084,0.463150974452957
"Enablement watchlist",0.389873417721519,0.314875311588784,0.199371386215689,0.458937587808627
"Enablement watchlist",0.398101265822785,0.311624952122718,0.197226901406294,0.454786446022847
"Enablement watchlist",0.406329113924051,0.308393042244229,0.19506387201562,0.450698321489868
"Enablement watchlist",0.414556962025316,0.30517979106068,0.192882935275508,0.446673878593674
"Enablement watchlist",0.422784810126582,0.301985401037365,0.190684785063453,0.442713673365575
"Enablement watchlist",0.431012658227848,0.298810067989573,0.188470171066225,0.438818153631568
"Enablement watchlist",0.439240506329114,0.295653981079051,0.186239897565754,0.43498765965309
"Enablement watchlist",0.44746835443038,0.292517322814771,0.183994821847747,0.431222425259362
"Enablement watchlist",0.455696202531646,0.289400269057957,0.181735852238631,0.427522579464016
"Enablement watchlist",0.463924050632911,0.286302989031266,0.17946394578166,0.423888148553093
"Enablement watchlist",0.472151898734177,0.28322564533207,0.17718010556811,0.420319058626118
"Enablement watchlist",0.480379746835443,0.280168393949726,0.17488537774436,0.416815138566731
"Enablement watchlist",0.488607594936709,0.27713138428678,0.172580848220213,0.413376123414548
"Enablement watchlist",0.496835443037975,0.274114759183985,0.170267639107906,0.410001658105556
"Enablement watchlist",0.505063291139241,0.271118654949063,0.167946904924785,0.406691301544585
"Enablement watchlist",0.513291139240506,0.268143201389108,0.165619828595555,0.403444530970255
"Enablement watchlist",0.521518987341772,0.265188521846525,0.163287617292252,0.400260746570383
"Enablement watchlist",0.529746835443038,0.262254733238426,0.160951498151567,0.397139276304154
"Enablement watchlist",0.537974683544304,0.259341946099359,0.158612713909977,0.394079380886458
"Enablement watchlist",0.54620253164557,0.25645026462729,0.156272518497142,0.391080258889631
"Enablement watchlist",0.554430379746836,0.253579786732716,0.153932172627376,0.388141051918391
"Enablement watchlist",0.562658227848101,0.25073060409081,0.151592939427731,0.38526084981503
"Enablement watchlist",0.570886075949367,0.247902802196502,0.149256080139264,0.382438695853759
"Enablement watchlist",0.579113924050633,0.245096460422367,0.146922849925703,0.379673591885503
"Enablement watchlist",0.587341772151899,0.242311652079235,0.144594493820822,0.376964503397307
"Enablement watchlist",0.595569620253165,0.239548444479401,0.142272242842695,0.3743103644537
"Enablement watchlist",0.60379746835443,0.236806899002325,0.139957310299492,0.371710082490859
"Enablement watchlist",0.612025316455696,0.234087071162727,0.137650888307942,0.369162542938071
"Enablement watchlist",0.620253164556962,0.231389010680948,0.13535414454186,0.366666613644728
"Enablement watchlist",0.628481012658228,0.228712761555486,0.133068219224497,0.364221149094834
"Enablement watchlist",0.636708860759494,0.226058362137589,0.130794222374877,0.361824994394703
"Enablement watchlist",0.644936708860759,0.223425845207796,0.128533231314833,0.359476989023057
"Enablement watchlist",0.653164556962025,0.220815238054326,0.126286288440225,0.357175970336124
"Enablement watchlist",0.661392405063291,0.2182265625532,0.124054399256789,0.354920776823445
"Enablement watchlist",0.669620253164557,0.21565983524999,0.121838530678338,0.352710251113008
"Enablement watchlist",0.677848101265823,0.2131150674431,0.119639609582584,0.350543242726907
"Enablement watchlist",0.686075949367089,0.210592265268464,0.117458521617687,0.348418610591023
"Enablement watchlist",0.694303797468354,0.208091429785559,0.115296110250799,0.346335225304234
"Enablement watchlist",0.70253164556962,0.205612557064638,0.113153176048326,0.344291971174368
"Enablement watchlist",0.710759493670886,0.203155638275084,0.111030476176369,0.342287748029517
"Enablement watchlist",0.718987341772152,0.200720659774767,0.108928724108834,0.340321472814474
"Enablement watchlist",0.727215189873418,0.198307603200339,0.106848589529982,0.338392080982951
"Enablement watchlist",0.735443037974684,0.19591644555834,0.104790698417712,0.336498527696862
"Enablement watchlist",0.743670886075949,0.193547159317044,0.102755633293576,0.334639788844404
"Enablement watchlist",0.751898734177215,0.191199712498943,0.100743933625504,0.332814861888901
"Enablement watchlist",0.760126582278481,0.188874068773777,0.0987560963692406,0.331022766560434
"Enablement watchlist",0.768354430379747,0.186570187552032,0.0967925766347815,0.329262545402238
"Enablement watchlist",0.776582278481013,0.184288024078811,0.0948537884644267,0.327533264183603
"Enablement watchlist",0.784810126582279,0.182027529527998,0.0929401057095253,0.325834012190757
"Enablement watchlist",0.793037974683544,0.179788651096628,0.0910518629935251,0.324163902406781
"Enablement watchlist",0.80126582278481,0.1775713320994,0.0891893567495307,0.322522071591189
"Enablement watchlist",0.809493670886076,0.175375512063231,0.0873528463212185,0.320907680269286
"Enablement watchlist",0.817721518987342,0.173201126821796,0.0855425551166237,0.319319912640871
"Enablement watchlist",0.825949367088608,0.171048108609974,0.0837586718050077,0.317757976417311
"Enablement watchlist",0.834177215189873,0.168916386158125,0.0820013515477082,0.316221102595427
"Enablement watchlist",0.842405063291139,0.166805884786137,0.0802707172545692,0.314708545176042
"Enablement watchlist",0.850632911392405,0.164716526497176,0.0785668608582311,0.313219580834503
"Enablement watchlist",0.858860759493671,0.162648230071069,0.0768898445992307,0.31175350854988
"Enablement watchlist",0.867088607594937,0.160600911157267,0.0752397023155028,0.310309649199048
"Enablement watchlist",0.875316455696203,0.158574482367324,0.0736164407304995,0.308887345121291
"Enablement watchlist",0.883544303797468,0.156568853366834,0.0720200407347304,0.307485959658581
"Enablement watchlist",0.891772151898734,0.154583930966779,0.070450458656091,0.306104876676213
"Enablement watchlist",0.9,0.152619619214226,0.068907627514872,0.304743500068009
"Priority intervention",0.25,0.764461213530172,0.556175392895372,0.893684065087226
"Priority intervention",0.258227848101266,0.761729765694751,0.552732531135441,0.892127139353141
"Priority intervention",0.266455696202532,0.758976629182859,0.549247839009166,0.890564680021257
"Priority intervention",0.274683544303797,0.756201862636757,0.54572137391279,0.888997109003363
"Priority intervention",0.282911392405063,0.753405530600151,0.542153231388443,0.887424848853823
"Priority intervention",0.291139240506329,0.750587703585017,0.538543546201593,0.885848322032985
"Priority intervention",0.299367088607595,0.747748458135988,0.534892493357556,0.884267950174423
"Priority intervention",0.307594936708861,0.744887876892179,0.531200289051512,0.882684153359042
"Priority intervention",0.315822784810127,0.742006048646364,0.52746719154658,0.88109734939907
"Priority intervention",0.324050632911392,0.73910306840137,0.523693501974743,0.87950795313486
"Priority intervention",0.332278481012658,0.736179037423602,0.519879565055584,0.877916375747333
"Priority intervention",0.340506329113924,0.733234063293583,0.516025769728092,0.876323024088806
"Priority intervention",0.34873417721519,0.730268259953404,0.512132549691049,0.874728300034779
"Priority intervention",0.356962025316456,0.727281747750977,0.50820038384788,0.873132599859126
"Priority intervention",0.365189873417722,0.724274653480999,0.504229796652155,0.871536313634955
"Priority intervention",0.373417721518987,0.721247110422507,0.500221358350343,0.86993982466322
"Priority intervention",0.381645569620253,0.718199258372941,0.496175685118828,0.868343508930955
"Priority intervention",0.389873417721519,0.715131243678613,0.492093439092606,0.86674773460082
"Priority intervention",0.398101265822785,0.712043219261475,0.487975328283552,0.865152861533387
"Priority intervention",0.406329113924051,0.708935344642111,0.483822106386607,0.86355924084342
"Priority intervention",0.414556962025316,0.705807785958848,0.479634572472707,0.861967214491124
"Priority intervention",0.422784810126582,0.702660715982906,0.47541357056778,0.860377114909153
"Priority intervention",0.431012658227848,0.699494314129493,0.471159989117604,0.858789264665905
"Priority intervention",0.439240506329114,0.696308766464776,0.466874760338859,0.857203976165423
"Priority intervention",0.44746835443038,0.693104265708643,0.462558859457154,0.855621551384004
"Priority intervention",0.455696202531646,0.689881011233169,0.458213303833337,0.854042281643389
"Priority intervention",0.463924050632911,0.686639209056747,0.453839151979863,0.852466447420218
"Priority intervention",0.472151898734177,0.683379071833775,0.44943750246948,0.85089431819124
"Priority intervention",0.480379746835443,0.68010081883987,0.445009492738932,0.849326152313579
"Priority intervention",0.488607594936709,0.676804675952538,0.440556297790852,0.84776219693919
"Priority intervention",0.496835443037975,0.673490875627239,0.436079128797417,0.846202687962505
"Priority intervention",0.505063291139241,0.670159656868806,0.431579231609749,0.844647850000091
"Priority intervention",0.513291139240506,0.666811265198176,0.427057885177441,0.843097896401071
"Priority intervention",0.521518987341772,0.66344595261438,0.422516399882904,0.841553029286902
"Priority intervention",0.529746835443038,0.660063977551779,0.417956115795611,0.840013439619046
"Priority intervention",0.537974683544304,0.656665604832487,0.413378400851562,0.838479307292981
"Priority intervention",0.54620253164557,0.653251105613993,0.408784648963618,0.836950801256938
"Priority intervention",0.554430379746836,0.649820757331929,0.404176278068528,0.835428079653717
"Priority intervention",0.562658227848101,0.646374843638005,0.399554728116756,0.833911289983885
"Priority intervention",0.570886075949367,0.642913654333071,0.394921459011326,0.832400569288655
"Priority intervention",0.579113924050633,0.639437485295338,0.390277948502096,0.83089604435075
"Priority intervention",0.587341772151899,0.635946638403737,0.385625690041961,0.829397831911535
"Priority intervention",0.595569620253165,0.632441421456451,0.380966190611582,0.827906038902752
"Priority intervention",0.60379746835443,0.628922148084616,0.376300968519269,0.826420762691198
"Priority intervention",0.612025316455696,0.625389137661233,0.371631551182701,0.824942091334742
"Priority intervention",0.620253164556962,0.621842715205312,0.366959472899114,0.82347010384811
"Priority intervention",0.628481012658228,0.618283211281294,0.362286272610576,0.822004870476928
"Priority intervention",0.636708860759494,0.614710961893782,0.357613491670903,0.820546452978572
"Priority intervention",0.644936708860759,0.611126308377647,0.352942671620636,0.819094904908434
"Priority intervention",0.653164556962025,0.60752959728355,0.348275351976433,0.817650271910288
"Priority intervention",0.661392405063291,0.603921180258957,0.343613068041028,0.816212592009513
"Priority intervention",0.669620253164557,0.600301413924706,0.338957348739772,0.814781895907983
"Priority intervention",0.677848101265823,0.596670659747215,0.334309714489559,0.813358207279553
"Priority intervention",0.686075949367089,0.593029283906391,0.329671675105738,0.81194154306509
"Priority intervention",0.694303797468354,0.58937765715936,0.325044727752357,0.810531913766129
"Priority intervention",0.70253164556962,0.585716154700085,0.320430354940852,0.80912932373627
"Priority intervention",0.710759493670886,0.582045156014989,0.315830022582014,0.807733771469526
"Priority intervention",0.718987341772152,0.578365044734686,0.311245178095792,0.806345249884899
"Priority intervention",0.727215189873418,0.574676208481931,0.306677248583182,0.804963746606542
"Priority intervention",0.735443037974684,0.570979038715913,0.302127639064148,0.803589244238914
"Priority intervention",0.743670886075949,0.567273930573013,0.297597730785229,0.80222172063642
"Priority intervention",0.751898734177215,0.563561282704156,0.293088879600119,0.800861149167087
"Priority intervention",0.760126582278481,0.559841497108891,0.288602414426217,0.799507498969884
"Priority intervention",0.768354430379747,0.556114978966352,0.284139635779794,0.798160735205345
"Priority intervention",0.776582278481013,0.552382136463224,0.279701814392095,0.796820819299235
"Priority intervention",0.784810126582279,0.548643380618887,0.275290189908346,0.795487709179007
"Priority intervention",0.793037974683544,0.544899125107876,0.270905969671334,0.794161359502887
"Priority intervention",0.80126582278481,0.541149786079827,0.266550327590854,0.792841721881449
"Priority intervention",0.809493670886076,0.537395781977067,0.262224403100035,0.79152874509157
"Priority intervention",0.817721518987342,0.533637533350013,0.2579293001992,0.790222375282724
"Priority intervention",0.825949367088608,0.529875462670565,0.253666086587627,0.788922556175586
"Priority intervention",0.834177215189873,0.526109994143642,0.249435792883252,0.787629229252942
"Priority intervention",0.842405063291139,0.522341553517061,0.245239411930097,0.786342333942964
"Priority intervention",0.850632911392405,0.518570567889931,0.241077898192858,0.785061807794885
"Priority intervention",0.858860759493671,0.514797465519743,0.236952167237894,0.783787586647185
"Priority intervention",0.867088607594937,0.511022675628332,0.23286309529953,0.782519604788371
"Priority intervention",0.875316455696203,0.50724662820692,0.228811518930376,0.781257795110485
"Priority intervention",0.883544303797468,0.503469753820405,0.224798234734138,0.78000208925548
"Priority intervention",0.891772151898734,0.499692483411098,0.220823999179142,0.778752417754609
"Priority intervention",0.9,0.49591524810209,0.216889528490639,0.777508710160996
